,Unnamed: 0,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,Hướng gió,Nhiệt độ,Áp suất khí quyển,Wind Spd (sai)
848,848,1009.097137190732,27.103598179085974,2.14,29.18,79.31,,90.78422338393264,49.91,56.94,85.96,264.59,10.07,129.77,4.41,,1.0916615851275964,51.03,20/5/2019 03:00:00,113.3,30.62,1002.35,1.2
849,849,1001.7236860464042,27.342567131779777,2.73,28.89,80.91,,146.54958233988512,49.58,61.26,91.84,264.89,10.26,129.77,4.54,,1.0909395987166564,51.31,20/5/2019 04:00:00,116.95,30.46,1003.76,1.29
850,850,1006.4695458204152,30.22323806995068,2.83,28.98,83.26,,172.9941947623064,41.42,56.676,84.51,264.38,10.42,202.28,4.84,,0.8575754410958545,53.21,20/5/2019 05:00:00,121.14,29.99,1002.63,1.3
851,851,1003.2401405927644,26.461704615343915,2.52,26.4,84.36,15.98,71.73666180616382,36.34,49.848,74.27,264.73,10.29,202.28,4.87,,0.8134831264964376,45.79,20/5/2019 06:00:00,115.17,29.97,1004.46,1.2
852,852,1010.5859400913556,26.36132795361083,8.17,29.62,83.43,73.11,76.27927711671362,42.24,56.088,75.38,264.54,10.7,194.65,5.09,,1.5510498087266198,50.77,20/5/2019 07:00:00,109.72,30.35,1005.13,1.16
853,853,1006.7096566151605,24.861907925587623,13.51,33.73,81.81,176.46,121.24545576299785,51.14,60.204,73.61,264.25,10.88,217.55,5.06,,1.8944931386429276,63.7,20/5/2019 08:00:00,111.54,30.97,1005.74,1.31
854,854,1004.7992170453473,24.121779811061092,9.54,28.12,78.77,367.59,56.440444656687674,33.0,38.724,46.08,264.54,9.16,202.28,4.12,,1.7219764209233899,50.73,20/5/2019 09:00:00,113.0,31.92,1006.2,1.64
855,855,1008.2904028389414,29.19833496934246,4.06,25.64,75.48,495.62,163.3342680287563,12.95,17.736,21.58,264.45,8.11,183.2,3.37,,2.76628008245323,46.01,20/5/2019 10:00:00,112.91,32.81,1006.4,1.75
856,856,1003.6362845234604,28.079749791248435,3.37,25.08,72.64,523.5,153.73633066597736,9.14,14.652,17.79,264.04,8.13,183.2,3.34,,2.171644320573166,46.13,20/5/2019 11:00:00,116.66,33.34,1005.12,1.81
857,857,1009.5588297643085,25.792886976764407,2.65,22.65,70.33,535.95,142.98651685615232,4.88,8.244,8.86,264.08,7.55,179.38,3.19,,2.3948245407585156,39.41,20/5/2019 12:00:00,117.25,33.75,1005.16,1.87
858,858,1009.5203906317444,25.40901733344845,3.06,23.37,68.6,686.42,131.44181325512767,4.45,10.932,12.44,264.41,8.1,145.03,3.45,,0.9818418009243512,39.0,20/5/2019 13:00:00,106.33,34.33,1006.16,1.84
859,859,1006.735704011156,26.3362003330726,3.6,23.98,67.7,663.49,75.07857507977829,5.09,13.764,16.06,264.18,8.11,133.58,3.48,84.98,1.4644328059331218,41.19,20/5/2019 14:00:00,111.74,34.6,1005.56,1.93
860,860,1003.3434672793177,25.73916618533187,3.74,26.16,67.36,489.99,137.4462925018671,4.79,18.504,23.29,264.16,8.59,156.48,3.73,90.63,0.9365415782937019,45.76,20/5/2019 15:00:00,115.75,34.72,1005.02,2.04
861,861,1005.5937470088647,24.788441923632448,3.89,29.69,68.84,296.13,139.69496741477386,5.31,23.58,31.01,264.16,9.2,198.47,3.85,86.47,2.3394805833407295,57.77,20/5/2019 16:00:00,128.26,34.48,1002.91,2.31
862,862,1000.3122160393115,26.399599664397865,3.01,32.76,71.78,159.83,126.42809563164866,8.28,22.428,30.55,264.34,9.16,244.27,3.76,85.51,2.187947222063701,69.58,20/5/2019 17:00:00,126.58,33.71,1002.44,2.24
863,863,1009.1447563264646,27.26727434984656,2.43,34.01,73.42,68.07,177.52823104236117,16.35,21.084,29.32,264.54,9.6,278.62,4.21,83.2,2.145742366405121,73.17,20/5/2019 18:00:00,99.74,32.91,1004.15,1.3
864,864,1004.8135981745451,26.625115115352887,1.64,31.33,72.14,13.54,134.5559028785925,13.63,15.636,22.0,264.83,7.58,347.32,3.28,84.52,0.9242720507476243,72.59,20/5/2019 19:00:00,61.7,31.55,1004.89,2.2
865,865,1008.929701458978,29.123679748707485,1.42,23.15,70.81,,143.4718084281856,8.49,14.136,19.97,265.0,5.98,400.75,2.67,80.87,1.5710236703687581,48.37,20/5/2019 20:00:00,75.24,30.46,1005.98,1.69
866,866,1008.6319561134353,27.528183943638982,1.21,16.64,70.75,,154.5789510992733,6.25,10.74,14.98,264.89,5.45,343.5,2.66,80.27,0.7220073834503452,34.67,20/5/2019 21:00:00,111.74,30.15,1007.02,0.91
867,867,1006.7072568135443,25.410301236293094,1.17,19.49,71.48,,146.4648420506432,5.92,8.22,11.08,264.94,5.22,286.25,2.55,76.41,0.793135310430655,44.45,20/5/2019 22:00:00,139.12,29.84,1008.45,1.17
868,868,1009.3699570949213,23.82233951563049,1.28,9.69,73.58,,97.17644536966927,4.25,7.752,10.18,264.95,2.95,225.18,1.4,64.44,1.0475604478522147,21.54,21/5/2019 00:00:00,143.28,28.98,1008.45,1.38
869,869,1004.2372663305355,25.529746381833572,1.35,12.64,73.78,,105.57602626190761,5.04,9.276,12.46,264.84,3.08,236.63,1.32,61.34,2.2711928315362844,34.47,21/5/2019 01:00:00,203.17,28.76,1006.78,0.75
870,870,1010.2806879308699,28.371344270007096,1.79,15.2,75.58,,155.64225382213792,7.82,11.16,14.74,264.89,3.72,255.72,1.57,56.44,0.9464979274373444,41.65,21/5/2019 02:00:00,86.92,28.44,1007.48,0.56
871,871,1001.5375584585845,29.442370211908212,2.07,22.71,76.35,,97.79737199113515,10.97,14.484,19.52,265.0,4.08,248.08,1.6,54.14,2.210520699427685,58.85,21/5/2019 03:00:00,94.28,28.0,1007.12,0.79
872,872,1009.6570745857119,32.369394209428975,1.59,18.36,76.74,,147.88669862203187,14.18,15.432,21.76,264.57,4.02,236.63,1.63,51.63,1.0492898546876046,42.18,21/5/2019 04:00:00,169.32,27.7,1005.98,0.99
873,873,1006.6482391670525,31.6134764967457,1.69,20.01,75.98,,125.26381752356596,10.52,12.048,16.29,264.97,3.91,244.27,1.63,52.0,2.280854533022514,48.18,21/5/2019 05:00:00,160.6,27.45,1006.24,0.98
874,874,1005.0415660256158,25.626480167450342,3.08,23.42,77.07,4.72,169.24246075740578,18.43,25.188,34.76,264.95,5.12,320.6,2.22,41.18,0.9206195476886405,54.31,21/5/2019 06:00:00,115.52,27.41,1006.82,0.79
875,875,1013.1055131584848,26.09141482479566,1.69,20.33,76.76,8.21,165.4877958261098,21.0,16.872,23.85,264.9,5.35,351.13,2.4,45.15,0.5452283802918442,42.67,21/5/2019 07:00:00,88.82,27.44,1009.41,0.49
876,876,1006.5874540637162,27.88318612747523,19.02,27.92,86.52,3.69,91.72230904898103,22.09,50.976,50.74,264.66,9.06,587.77,4.41,27.23,1.0594382400860372,53.46,21/5/2019 08:00:00,199.96,26.21,1009.29,1.38
877,877,1003.4386379576439,24.409676407928853,8.63,17.69,96.42,32.0,112.55452414499925,19.13,35.868,42.99,264.4,7.74,580.13,4.13,24.64,0.7298769261796149,30.0,21/5/2019 09:00:00,295.47,24.78,1006.97,1.71
878,878,1013.3323276714054,29.670457818671412,7.8,26.58,95.48,85.73,56.333422161565466,19.99,27.708,31.45,264.2,11.79,520.98,6.29,21.33,0.894218525117443,50.84,21/5/2019 10:00:00,201.98,25.23,1008.77,1.59
879,879,1006.1152951267495,23.819376780503134,13.29,32.54,92.65,148.03,79.74423035028134,20.95,49.224,56.78,264.84,14.96,492.35,8.28,17.03,2.263057042196966,57.34,21/5/2019 11:00:00,127.13,25.87,1010.39,1.26
880,880,1009.2229193342973,25.253191139334543,36.3,27.39,88.25,251.99,136.9901897802001,33.49,96.288,95.25,264.78,11.86,454.18,6.78,18.09,1.888399018001639,47.56,21/5/2019 12:00:00,192.34,26.56,1009.87,1.3
881,881,1004.2864666161414,29.829212551208915,37.74,24.39,85.91,373.81,192.5214654136443,30.99,87.444,79.16,264.67,11.89,709.9,6.65,19.71,2.3363757140582777,40.93,21/5/2019 13:00:00,262.64,27.23,1009.37,1.9
882,882,1008.5934622918589,25.256515202552144,22.62,20.45,82.63,390.38,110.26868763894147,29.34,67.26,70.71,264.67,10.55,667.92,6.03,29.22,1.8231679509658127,36.5,21/5/2019 14:00:00,249.85,27.68,1008.78,1.68
883,883,1000.6368478590985,29.362144881798425,8.15,19.12,79.75,365.06,193.08908955806282,14.25,44.856,57.78,264.6,8.22,503.8,4.55,48.16,1.7918929703935627,37.13,21/5/2019 15:00:00,182.67,28.16,1007.83,1.29
884,884,1005.30530904286,25.37703255941522,3.79,15.63,76.37,331.59,233.27660874605624,12.76,26.208,35.26,264.55,6.65,469.45,3.7,75.78,1.2500102816583012,30.7,21/5/2019 16:00:00,134.56,28.86,1006.83,1.43
885,885,1006.35296225106,23.426131405435047,1.85,18.5,75.41,141.66,150.72198003395795,14.99,29.604,43.56,264.78,7.25,507.62,3.9,86.84,2.101555040914249,34.05,21/5/2019 17:00:00,124.69,28.88,1006.6,1.22
886,886,1008.476170740864,24.100381033469283,3.71,24.26,75.85,51.11,138.1890108607917,38.73,88.26,132.66,264.78,8.91,526.7,4.68,63.37,1.2555694146328384,45.87,21/5/2019 18:00:00,130.18,28.85,1007.12,1.44
887,887,1003.3352735889682,28.562003822013214,1.64,18.44,80.29,6.63,124.35061875839938,23.18,51.12,77.62,264.89,7.17,446.55,3.66,85.38,0.39551327059678854,36.22,21/5/2019 19:00:00,146.84,28.32,1007.89,2.23
888,888,1010.1773097973996,27.76220071397793,0.92,12.2,84.65,,108.67299173010707,5.31,17.76,26.43,265.0,5.51,366.4,2.57,96.95,1.8709216477266368,21.95,21/5/2019 20:00:00,141.74,27.63,1008.62,1.93
889,889,1009.9790555776611,25.270851710967264,0.74,17.85,85.43,,155.9170963236662,4.41,16.836,25.27,265.0,6.88,347.32,3.05,87.05,2.1900610554341235,31.96,21/5/2019 21:00:00,130.82,27.33,1009.3,1.19
890,890,1004.5302740964964,29.857538513333996,0.98,32.16,85.99,,146.08851085781234,14.03,29.808,45.23,264.75,10.53,385.48,4.73,61.61,3.2266474591806356,61.15,21/5/2019 22:00:00,120.8,27.09,1008.59,0.73
891,891,1006.2850925212438,31.43963405900758,3.35,35.11,87.86,,111.83567208166787,34.82,73.044,109.36,264.75,12.44,431.28,5.77,28.67,1.713265105713802,65.26,21/5/2019 23:00:00,267.09,26.86,1008.96,0.85
892,892,1006.3819277977592,25.497976234870244,1.25,24.89,89.82,,174.37013020795612,33.93,44.94,68.53,265.0,9.77,385.48,4.74,39.18,1.4199533450102892,41.84,22/5/2019 00:00:00,301.83,26.56,1009.86,0.99
893,893,1010.6152283926295,31.88069775472431,1.92,26.05,89.43,,83.2376881198895,29.3,37.956,56.56,265.0,9.09,358.77,4.54,32.0,1.831195122679978,46.25,22/5/2019 01:00:00,211.65,26.3,1009.45,0.66
894,894,1006.5860279769706,26.95108626200843,1.89,29.61,87.58,,86.21614746812261,19.61,29.82,43.83,265.0,10.1,316.78,5.0,33.85,3.0072035863308018,53.91,22/5/2019 02:00:00,93.49,26.2,1009.21,0.51
895,895,1009.0573778038075,28.52386593430461,1.15,25.4,85.37,,148.92445781214607,17.17,14.04,20.23,264.95,9.59,270.98,4.94,39.75,0.3499506095551872,48.32,22/5/2019 03:00:00,120.15,26.2,1008.17,0.39
896,896,1008.5582802253056,25.50396749827081,1.07,25.27,83.59,,125.04778445014004,11.13,10.116,14.21,265.0,9.54,259.53,4.97,45.48,2.4426957187934972,46.72,22/5/2019 04:00:00,171.71,26.16,1008.64,0.86
897,897,1009.0980852211735,28.08569381415779,1.6,29.55,83.39,,113.25706515587888,8.16,14.856,20.83,265.0,10.49,270.98,5.37,43.09,1.759852206056225,53.89,22/5/2019 05:00:00,184.3,26.02,1010.15,0.75
898,898,1010.0236486079403,24.356637957073847,2.35,36.16,83.74,4.77,167.6199590897493,10.86,27.0,38.7,265.0,11.75,374.03,5.76,33.06,0.8857542583412689,69.38,22/5/2019 06:00:00,204.66,26.01,1010.17,0.61
899,899,1005.3311991726508,30.55994819861982,3.02,32.37,81.07,22.01,165.74328988834606,10.16,23.964,32.92,264.9,11.12,427.47,5.54,38.68,2.244958195777523,62.39,22/5/2019 07:00:00,184.62,26.05,1009.06,0.58
900,900,1006.8838751543882,27.600539858980202,7.74,36.72,82.58,62.38,188.7612879167417,22.78,40.608,51.78,264.87,12.0,629.75,5.71,31.73,0.9792279241775979,68.7,22/5/2019 08:00:00,205.42,26.11,1010.69,0.75
901,901,1008.6802434405362,27.795418765764506,7.4,41.62,81.23,75.09,182.30673372011393,26.93,41.688,53.99,264.82,12.89,706.08,5.7,34.85,1.7055507854603413,81.54,22/5/2019 09:00:00,244.86,26.27,1011.17,1.1
902,902,1009.9887280181259,24.6321313047956,3.59,43.01,77.49,75.32,71.84583180139045,13.7,20.796,27.09,264.95,12.78,393.12,5.35,47.95,1.0555601707167788,84.96,22/5/2019 10:00:00,306.96,26.39,1011.51,1.38
903,903,1004.7349704113452,25.515955075890663,2.08,34.17,72.43,249.34,111.22533919017073,9.9,11.424,14.72,265.0,10.59,240.45,4.7,59.67,1.0522347944970047,68.6,22/5/2019 11:00:00,158.04,26.91,1011.37,1.49
904,904,1007.3863819355502,26.01531144847847,3.32,36.42,69.68,358.45,116.10617576721634,13.2,15.792,19.68,265.0,11.43,229.0,5.22,68.27,1.5449734366143355,73.53,22/5/2019 12:00:00,141.15,27.78,1010.79,1.41
905,905,1008.6083609177167,27.075805137465363,2.01,38.94,71.56,219.33,109.40924896193135,12.93,11.856,15.51,265.0,12.71,217.55,6.07,72.71,1.8400298512170523,75.58,22/5/2019 13:00:00,232.96,27.77,1010.35,1.46
906,906,1009.5536463927097,27.15055530573662,1.75,38.94,73.47,192.57,153.03410775494902,21.22,14.844,20.57,265.0,14.2,267.17,7.03,71.16,2.4131774443965117,72.96,22/5/2019 14:00:00,302.06,27.66,1009.67,1.65
907,907,1005.8011466476471,26.194428832000916,1.86,37.75,73.41,115.85,124.90356014599887,31.5,17.124,23.98,265.0,14.08,297.7,7.07,74.91,1.3966047416867124,69.61,22/5/2019 15:00:00,295.54,27.64,1007.66,1.3
908,908,1007.2956897250856,25.886822840262305,3.31,42.88,72.97,112.81,155.0671732542119,44.6,30.516,42.75,265.0,14.83,381.67,7.14,68.82,1.6897027687359778,79.97,22/5/2019 16:00:00,225.92,27.74,1006.94,0.73
909,909,1010.512415272147,28.850815560101367,6.41,49.65,72.11,123.19,82.93662342059419,64.67,58.176,81.37,264.95,16.32,561.05,7.55,57.07,1.4641524170604068,95.27,22/5/2019 17:00:00,148.63,28.05,1006.37,0.58
910,910,1009.1031933149733,24.776097659426597,13.67,58.74,71.6,81.13,158.55611413648225,74.09,97.98,132.64,264.84,18.91,988.52,9.01,39.03,2.694112031309025,115.29,22/5/2019 18:00:00,130.26,28.09,1006.39,0.78
911,911,1004.9964155765542,28.495199813041925,33.8,64.75,72.84,21.6,197.6452292666182,94.36,150.756,184.47,264.95,21.54,1568.65,10.68,18.75,0.3428063395919565,130.73,22/5/2019 19:00:00,84.82,27.77,1007.87,0.49
912,912,1004.1259135717872,23.34206233480501,33.75,82.41,76.28,,83.23709537239012,77.07,140.232,168.07,264.89,24.55,1671.7,12.12,16.25,0.6700287317869686,173.32,22/5/2019 20:00:00,125.98,27.49,1008.26,0.37
913,913,1003.3476910467649,25.013628817453757,38.92,77.58,79.11,,141.3453851335614,51.94,126.984,139.39,264.66,25.36,1706.05,12.85,17.05,1.3731282354883523,150.79,22/5/2019 21:00:00,130.19,27.27,1007.63,0.45
914,914,1011.5807284457304,26.409796294464243,74.54,79.71,80.8,,132.38855777584664,49.12,155.352,129.21,265.0,25.65,1484.68,12.81,11.98,1.012479521516988,160.92,22/5/2019 22:00:00,63.45,27.09,1008.38,0.41
915,915,1011.8695510723813,24.883063734894574,49.08,72.75,80.23,,178.9866696361643,42.4,130.752,129.69,265.0,23.42,1064.85,11.67,11.61,1.2755680656472443,144.11,22/5/2019 23:00:00,96.59,27.22,1010.3,0.43
916,916,1007.3427082698192,26.273541360471786,26.86,66.61,80.8,,123.98939260574174,38.53,101.412,117.78,265.0,23.15,1041.95,12.07,14.3,2.4560392552755417,131.21,23/5/2019 00:00:00,204.92,27.2,1010.64,0.66
917,917,997.6493773348348,24.211462208842946,2.75,55.81,84.57,,154.39092446440787,45.38,63.972,96.07,264.65,21.33,877.83,11.19,15.52,1.151583298368065,105.62,23/5/2019 01:00:00,265.77,26.7,1009.06,0.75
918,918,1002.219414575219,27.57192613675663,4.01,46.83,91.19,,128.22686139517268,46.52,63.18,92.89,264.65,19.89,832.03,10.35,14.83,1.8393415373920083,81.73,23/5/2019 02:00:00,128.56,25.66,1007.25,0.8
919,919,1008.6465387954771,28.381411623923796,20.61,42.12,94.06,,133.5800243323688,56.48,91.392,111.64,265.0,19.55,1282.4,10.2,12.75,1.4637484738578657,66.32,23/5/2019 03:00:00,116.37,25.36,1008.24,0.65
920,920,1006.4656555034751,29.037727336057923,27.9,48.28,93.83,,63.90977469415252,57.51,89.472,97.44,265.0,20.92,1152.63,10.89,13.74,1.0608783370590749,83.21,23/5/2019 04:00:00,157.8,25.51,1008.24,0.62
921,921,1008.0147622504498,26.3869267857015,72.51,48.12,93.96,,116.48131381627694,48.04,133.068,97.37,265.0,22.17,1549.57,11.84,11.58,1.7743962973901601,79.85,23/5/2019 05:00:00,64.93,25.52,1009.6,0.44
922,922,1010.7907945158845,26.13354102917814,60.68,61.45,94.06,15.25,163.28230275326783,45.95,116.556,89.5,264.98,22.38,1541.93,11.28,12.21,1.103382000525988,111.66,23/5/2019 06:00:00,128.9,25.49,1008.17,0.42
923,923,1007.6727396176504,30.46050152851656,44.67,55.93,91.35,74.96,81.45508166986727,56.61,98.316,85.45,264.67,22.44,1465.6,11.75,15.63,2.4083893034375663,97.78,23/5/2019 07:00:00,237.18,25.95,1008.46,0.58
924,924,1012.1710137282788,29.25176201180095,21.42,49.14,86.87,169.1,159.8511195529316,64.79,66.168,70.85,264.53,21.66,1145.0,12.42,27.48,1.5077035961750862,80.82,23/5/2019 08:00:00,285.63,26.69,1010.37,1.06
925,925,1006.9426999647061,30.74467893467473,16.27,45.73,79.82,367.94,100.61108654436767,72.58,57.072,64.49,264.19,19.2,893.1,10.7,44.25,0.9700134009699977,82.01,23/5/2019 09:00:00,234.72,27.96,1009.27,0.77
926,926,1009.0780640110046,26.233121249084338,35.38,43.68,74.38,360.63,58.57811233989972,82.5,99.84,102.23,263.93,17.67,847.3,9.15,43.91,1.2322145253914805,79.2,23/5/2019 10:00:00,180.38,29.08,1009.24,0.68
927,927,1009.5249068124016,29.085840265628466,18.19,45.38,74.45,347.51,167.90171827321655,81.18,77.88,94.18,264.53,18.39,957.98,9.78,55.76,1.5912220235806793,79.78,23/5/2019 11:00:00,216.77,29.34,1010.35,1.16
928,928,1008.4568041154592,24.852027078557963,16.69,48.41,74.73,316.76,114.95150546444384,67.75,80.904,101.21,264.84,21.09,1045.77,11.65,63.86,2.1022016958578758,80.19,23/5/2019 12:00:00,233.88,29.56,1010.16,1.36
929,929,1010.8298532381516,28.9522101321576,10.43,44.99,74.69,357.44,151.1770429676967,48.75,71.724,96.41,264.84,21.37,889.28,12.37,82.76,1.5464151554202963,74.54,23/5/2019 13:00:00,243.08,29.77,1009.62,1.54
930,930,1012.0597112646702,27.535212178114627,8.55,39.92,71.17,435.37,174.208166406639,25.93,58.248,78.19,264.73,19.42,561.05,11.56,101.9,1.1004882957194493,62.75,23/5/2019 14:00:00,178.63,30.35,1008.59,1.41
931,931,1008.077563193417,24.614630950050376,2.0,36.71,70.39,324.11,156.99018372828527,17.03,17.748,24.72,264.7,16.34,435.1,9.65,133.6,1.9438710481427193,61.5,23/5/2019 15:00:00,159.78,30.59,1007.58,1.49
932,932,1004.9580648404371,21.760224400055275,1.57,38.46,71.55,276.45,170.60186793307162,17.27,17.112,24.37,264.38,16.22,496.17,9.3,145.1,1.135663660899667,63.99,23/5/2019 16:00:00,149.7,30.62,1004.05,1.78
933,933,1007.401448227774,28.67785844632258,1.39,40.42,73.83,144.37,115.16906580977512,12.15,20.856,30.55,264.48,15.07,503.8,7.77,135.13,1.9827753052810069,71.83,23/5/2019 17:00:00,151.27,30.41,1004.71,1.96
934,934,1009.0485129858156,29.142337597487288,1.07,43.24,75.23,77.13,152.69892111579094,9.22,23.508,35.19,264.8,14.67,488.53,6.87,123.83,1.0184258403313373,83.36,23/5/2019 18:00:00,147.23,30.06,1005.95,1.96
935,935,1010.3278749625155,27.259619909827148,0.87,45.8,77.59,22.48,168.40251333221838,11.01,26.832,40.72,264.95,15.68,458.0,7.27,112.13,2.0731558694142653,91.11,23/5/2019 19:00:00,141.07,29.23,1006.72,2.14
936,936,1005.3260200852419,26.124208273533355,0.87,51.65,80.9,,169.6962348154978,8.02,30.0,45.71,264.66,19.05,446.55,9.39,98.1,1.9807279374377833,100.34,23/5/2019 20:00:00,136.2,28.42,1006.4,1.74
937,937,1008.9000601199427,25.680392898367106,0.83,50.56,83.11,,161.33181614605445,9.46,25.452,38.64,264.6,18.67,450.37,9.06,102.31,1.3270915907049043,95.97,23/5/2019 21:00:00,132.34,28.02,1006.84,1.49
938,938,1005.0391582753151,28.44832115457338,1.07,45.29,86.61,,181.52498410007814,10.91,16.608,24.4,264.84,15.03,362.58,6.81,90.93,1.5270664953000153,87.46,24/5/2019 00:00:00,73.62,27.08,1008.08,0.4
939,939,1005.8012790428937,28.463962085713963,1.02,43.95,86.79,,84.51068996673234,12.01,21.048,31.43,264.5,13.55,370.22,5.77,86.98,1.5809651142026853,86.41,24/5/2019 01:00:00,88.15,26.93,1007.63,0.46
940,940,1002.0656195634945,25.407767368487143,1.5,44.38,87.16,,236.14361860754383,7.41,25.152,37.12,264.89,12.76,328.23,5.19,86.06,0.9368009136936158,87.51,24/5/2019 02:00:00,99.34,26.87,1008.65,0.53
941,941,1008.9761680407717,29.338426628494666,1.95,43.65,87.46,,187.87422765371184,8.28,20.628,29.35,264.89,12.21,305.33,5.1,90.95,0.8892458131074801,84.83,24/5/2019 03:00:00,91.65,26.82,1006.67,0.56
942,942,1005.3007682631088,27.242086856442874,1.58,40.92,89.0,,107.7222510829885,19.55,61.86,94.56,264.81,13.08,309.15,5.76,55.68,1.5258198218094339,73.99,24/5/2019 04:00:00,83.48,26.95,1007.37,0.44
943,943,1001.5862795693519,28.403701680183396,2.49,30.28,92.21,,149.13109132119985,28.49,68.304,103.28,264.84,10.7,312.97,5.01,44.57,1.4162787655131979,57.0,24/5/2019 05:00:00,103.42,26.31,1007.48,1.46
944,944,1009.7127640192214,29.339373738711437,1.4,10.08,98.97,17.67,127.99841521818728,8.32,10.98,15.06,265.0,4.69,225.18,2.28,65.55,1.804038450234301,19.55,24/5/2019 06:00:00,107.85,24.86,1007.91,1.24
945,945,1010.0680090580063,30.665771658112774,3.73,13.51,98.63,46.62,124.80202164177462,8.33,36.072,50.82,264.94,5.32,312.97,2.53,42.54,1.9349999166511842,25.03,24/5/2019 07:00:00,106.8,25.4,1005.59,0.71
946,946,1006.6760560868097,28.12838236044315,21.92,25.48,87.85,350.38,173.71684992859736,38.16,66.228,70.17,264.79,9.31,438.92,4.41,40.54,1.3320907273197706,44.63,24/5/2019 09:00:00,109.5,28.1,1007.75,1.11
947,947,1006.2825025770477,28.956662027072312,6.62,14.06,79.49,571.51,126.29086628416832,16.45,26.268,31.02,264.6,5.77,221.37,2.65,62.31,1.598393600388418,26.17,24/5/2019 10:00:00,112.74,29.56,1007.92,1.62
948,948,1008.449957362874,30.488996636948976,5.77,15.96,76.79,722.27,149.25990335023195,9.23,21.444,24.76,264.62,5.52,190.83,2.38,76.24,1.2957476989766288,32.47,24/5/2019 11:00:00,125.48,30.45,1008.95,2.32
949,949,1008.9834579494047,29.179575974437054,9.58,17.04,76.16,680.75,166.92337001707799,13.61,32.484,36.07,264.78,6.17,179.38,2.66,70.79,2.2217361803530404,33.14,24/5/2019 12:00:00,135.59,30.81,1008.3,2.64
950,950,1005.237079127852,29.78390170922595,10.52,10.81,74.36,724.05,110.30089709052008,21.5,32.964,35.38,264.67,4.92,125.95,2.22,65.72,0.6746887958490985,18.36,24/5/2019 13:00:00,138.6,31.2,1007.39,2.53
951,951,1002.3444116161213,28.754372443672242,5.41,6.5,70.28,730.29,88.61157214665019,11.36,15.144,15.44,264.38,3.13,76.33,1.37,74.53,2.479354039740409,11.91,24/5/2019 14:00:00,144.65,31.66,1006.23,2.53
952,952,1007.8634678624176,31.269290663296523,2.33,6.0,68.67,575.5,71.00767436826851,4.66,5.772,5.47,264.2,2.48,76.33,1.08,84.72,1.548573474721932,12.5,24/5/2019 15:00:00,140.89,31.8,1003.72,2.84
953,953,1010.7149171687744,25.95799477884182,2.13,8.0,70.31,268.01,128.66444053495343,5.89,9.06,10.92,263.97,2.73,103.05,1.16,87.46,0.8955525825972573,15.88,24/5/2019 16:00:00,137.73,31.38,1000.63,2.78
954,954,1008.2645199215273,26.560227339553332,2.37,8.64,75.27,161.48,116.13718085254561,5.17,13.284,17.19,264.37,3.23,145.03,1.39,83.76,1.8761526213664443,17.37,24/5/2019 17:00:00,137.95,30.51,1003.1,2.94
955,955,1011.5313898920564,27.628502722091284,2.17,10.7,80.33,81.83,174.36320921404914,4.69,15.036,20.25,264.82,3.77,175.57,1.68,76.58,1.5930719207417057,21.81,24/5/2019 18:00:00,140.68,29.78,1004.62,2.9
956,956,1007.5575681554866,32.02514953955642,1.56,11.54,82.78,14.86,102.52495539416283,4.34,15.288,21.58,264.89,3.82,179.38,1.71,68.79,1.3719659034316325,22.76,24/5/2019 19:00:00,140.04,29.24,1005.17,2.58
957,957,1006.5252864034859,26.677532832594128,1.31,12.15,86.19,,96.79705008185704,4.62,15.276,21.93,265.0,4.18,198.47,2.01,61.25,2.141393752767166,22.46,24/5/2019 20:00:00,129.49,28.64,1004.6,1.79
958,958,1009.07476914447,25.383456908348855,1.78,13.6,88.89,,237.4406671534931,9.0,28.404,41.78,264.89,5.13,190.83,2.58,43.99,2.1636148736809693,24.63,24/5/2019 21:00:00,114.29,28.37,1004.8,1.21
959,959,1007.8991539046483,28.942924176818373,2.19,12.59,88.47,,106.94248912059668,12.78,37.416,55.28,264.84,5.13,145.03,2.65,39.5,0.8093358190564361,22.03,24/5/2019 22:00:00,115.2,28.29,1004.92,1.14
960,960,1001.5052698801926,31.956067437960016,1.38,8.02,87.72,,108.51271729955451,6.85,7.824,10.14,264.89,3.23,87.78,1.65,57.35,2.109121592610202,13.22,24/5/2019 23:00:00,108.84,28.15,1006.62,0.96
961,961,999.8394086559771,28.871799482749573,1.28,7.51,88.94,,161.31048009226387,8.3,10.74,14.86,264.66,2.96,61.07,1.46,55.06,1.5435507976364722,13.05,25/5/2019 00:00:00,109.29,27.99,1005.13,0.95
962,962,1001.5186562459597,24.882813472697677,1.28,8.23,90.11,,215.64727537086998,8.18,13.296,18.88,264.44,2.71,61.07,1.25,52.23,1.914495280751089,14.82,25/5/2019 01:00:00,97.14,27.88,1003.18,0.81
963,963,1010.8795617328466,28.087983528005548,1.47,8.78,89.84,,170.39420361485725,5.77,10.728,14.58,264.85,2.29,57.25,1.01,55.85,2.0112076523156714,17.83,25/5/2019 02:00:00,102.03,28.03,1002.59,0.8
964,964,1008.9311278900052,28.68246609805257,1.8,7.22,89.94,,144.42251383457858,7.5,14.496,19.97,264.94,2.27,53.43,1.03,51.94,1.9076979689038611,15.67,25/5/2019 03:00:00,107.51,28.11,1003.34,0.79
